,,SCF,Corr2,CorrD,CorrD(T)
aug-cc-pVDZ,Cl2,2.7160405309807083,-0.24469000310811806,0.029822171574095613,0.013336621978509822
aug-cc-pVDZ,CO,0.5137378714325352,0.07279573961821173,0.007687081952126196,-0.0003704615461396221
aug-cc-pVDZ,CO2,1.8434178112701225,0.43029135512402195,-0.08594713240302498,-0.07705604950464462
aug-cc-pVDZ,H2O,0.2212259629133031,-0.0769593986265722,0.017359168945908998,0.012892021441955392
aug-cc-pVDZ,N2,0.7937143608958711,-0.14522101716382596,0.05612495924955585,0.06464558033856771
aug-cc-pVDZ,NH3,0.0525593259616541,0.1931957696809443,-0.03537909769802061,-0.011715812077609689
aug-cc-pVDZ,O2,1.56742378566523,-0.8683624090344658,0.45122244643202747,0.4319584339242518
aug-cc-pVDZ,PH3,0.0959497350885793,0.10391445846330939,-0.019958674337096804,-0.004723385655729995
aug-cc-pVDZ,SH2,0.0611691175440478,0.019405840685652598,-0.001091263882182697,0.007885737124136497
aug-cc-pVDZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pVDZ,SO-trip,1.9180658594087168,-0.7548158748606384,0.47835877219145795,0.4271424317186101
aug-cc-pVDZ,SO2,1.9203152704725024,0.18045267783340857,0.031063139570083997,0.01501211658820889
aug-cc-pVDZ,FCN,1.500833280761671,0.09872806443138726,0.021023705773238754,0.052605572718629645
aug-cc-pVDZ,HCHS,2.873395344630776,-0.3723500931269621,0.08821049662593072,0.05365163813651819
aug-cc-pVTZ,Cl2,2.697517439985837,-0.24117061763010783,0.04575203016661877,0.0168560116681844
aug-cc-pVTZ,CO,0.4838230830241454,0.06529388843915523,0.0005556925824375947,-0.005556926614066371
aug-cc-pVTZ,CO2,1.7643242214191075,0.4141762681274923,-0.1055816064569397,-0.08502097774799067
aug-cc-pVTZ,H2O,0.1856307646740866,-0.09067337274791859,0.027559084824285,0.0169249404499036
aug-cc-pVTZ,N2,0.7761174266618667,-0.15503825471724086,0.060385269925676166,0.0627932715549554
aug-cc-pVTZ,NH3,0.0583940928834606,0.18754623352234961,-0.04936402860227701,-0.02014387221930511
aug-cc-pVTZ,O2,1.5444551555902288,-0.9070756650863154,0.4634476853514935,0.4321436644340926
aug-cc-pVTZ,PH3,0.1372098046039001,0.09229132327833722,-0.039037449013671816,-0.021718362741405817
aug-cc-pVTZ,SH2,0.0543793861513193,0.051211482007228006,-0.021697019073937007,-0.008493302616126408
aug-cc-pVTZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pVTZ,SO-trip,1.7957208568017422,-0.7470361766006761,0.4602061453750157,0.39954302731551783
aug-cc-pVTZ,SO2,1.8106075668423285,0.17954002944731995,0.006526013740349557,0.004703781180940059
aug-cc-pVTZ,FCN,1.4436895518653894,0.0915966742720109,0.013521855120641746,0.04538156862047926
aug-cc-pVTZ,HCHS,2.7465190363835053,-0.40876839325449055,0.11871964150575609,0.07134938858213369
aug-cc-pVQZ,Cl2,2.6975174420916685,-0.2339466156377883,0.055939728739715644,0.024635710981061543
aug-cc-pVQZ,CO,0.4754876929714315,0.06436773431057802,-0.0012966164644037104,-0.006946158596618512
aug-cc-pVQZ,CO2,1.7443192852925955,0.4112125741790036,-0.11002714816935999,-0.08779944171309495
aug-cc-pVQZ,H2O,0.1721847405691866,-0.09873234295235889,0.033061524419414595,0.020096170390547993
aug-cc-pVQZ,N2,0.7700048072021334,-0.15263025308796097,0.06057050096197425,0.06168188612685066
aug-cc-pVQZ,NH3,0.0691374760717285,0.18861130654049973,-0.05496725066061661,-0.02394107873159551
aug-cc-pVQZ,O2,1.529821915304713,-0.9044824326839667,0.46307722327889644,0.4289947394493061
aug-cc-pVQZ,PH3,0.1469807104292888,0.08942022583439238,-0.04051920499892819,-0.022829660686529002
aug-cc-pVQZ,SH2,0.0574289692220848,0.046695383810967904,-0.029919727643064206,-0.016584530237366904
aug-cc-pVQZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pVQZ,SO-trip,1.7593229876507086,-0.7385155563013501,0.45761291191975073,0.39417133147452144
aug-cc-pVQZ,SO2,1.776568792300624,0.17376076607993207,0.0002897105300501135,0.0011130164841879342
aug-cc-pVQZ,FCN,1.428963696061724,0.09150405980677845,0.01009508305494733,0.04158433395573047
aug-cc-pVQZ,HCHS,2.7180876588749583,-0.4038099705211571,0.13134664016283493,0.07853958704420849
aug-cc-pV5Z,Cl2,2.6980731330947325,-0.22375891285302751,0.05427264941302745,0.022968629548543174
aug-cc-pV5Z,CO,0.4739132304790385,0.06307111784617409,-0.0012966162011743831,-0.006946158333389518
aug-cc-pV5Z,CO2,1.7419112834000874,0.40973072746798733,-0.11169422644313043,-0.0887255963681306
aug-cc-pV5Z,H2O,0.1679819506452503,-0.10238817761700739,0.035630459468389,0.021848548555288394
aug-cc-pV5Z,N2,0.769634345392766,-0.15337117644346976,0.06075573173504445,0.0614966550905518
aug-cc-pV5Z,NH3,0.0739999142381661,0.1898614877021806,-0.05751412881299378,-0.025608157064683695
aug-cc-pV5Z,O2,1.5288957606496778,-0.903371047519091,0.462891992769056,0.42769812377458916
aug-cc-pV5Z,PH3,0.1478143371373353,0.0846967507504568,-0.0418621785254098,-0.023616936611530998
aug-cc-pV5Z,SH2,0.0566781555312544,0.0362629087465415,-0.030002275622336108,-0.017007638381543205
aug-cc-pV5Z,SiH4,0.0,0.0,0.0,0.0
aug-cc-pV5Z,SO-trip,1.7411703597813508,-0.7229561608343418,0.4491849060856592,0.38676209634007264
aug-cc-pV5Z,SO2,1.7539983567734467,0.1793522253071096,-0.007018468201795525,-0.0031382347777011432
aug-cc-pV5Z,FCN,1.4275744643424009,0.09020744307914508,0.008705851335624626,0.04019510276286509
aug-cc-pV5Z,HCHS,2.720569978536737,-0.39980411794525494,0.13260609521291444,0.077060087920791
aug-cc-pCVDZ,Cl2,2.7084460648099595,-0.23802169422469266,0.03111879093401715,0.01055816064569326
aug-cc-pCVDZ,CO,0.5179055668537358,0.07399974003800769,0.006946158333389518,-0.000648307837358475
aug-cc-pCVDZ,CO2,1.8447144269448383,0.43047658721323767,-0.08854036533183196,-0.0781674351959798
aug-cc-pCVDZ,H2O,0.2206993981375776,-0.07716078596946652,0.017992494241626716,0.013029488555147017
aug-cc-pCVDZ,N2,0.7964928243345184,-0.14725855698373613,0.05779203726009763,0.06612742757604007
aug-cc-pCVDZ,NH3,0.0530224027546786,0.1931031545459724,-0.036490482920769896,-0.012178943966116407
aug-cc-pCVDZ,O2,1.5696465565214397,-0.8746602600569555,0.45677937330932283,0.4364039756366711
aug-cc-pCVDZ,PH3,0.098079755804342,0.10447028586732329,-0.023894776234048787,-0.007177744977149403
aug-cc-pCVDZ,SH2,0.0608596232037362,0.017730843800013697,-0.0029085167548296986,0.008051318075695701
aug-cc-pCVDZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pCVDZ,SO-trip,1.9138055487325956,-0.7411087887036987,0.4721535377400332,0.4205667351945874
aug-cc-pCVDZ,SO2,1.910159054061174,0.19307715769015976,0.02188611691141773,0.010697092577072187
aug-cc-pCVDZ,FCN,1.503704360244926,0.09687575459485886,0.021949860428273738,0.053809573928112586
aug-cc-pCVDZ,HCHS,2.8751003127367145,-0.3729178328640481,0.09404054604373968,0.0548569021001204
aug-cc-pCVTZ,Cl2,2.6873297414127406,-0.22320322184996444,0.040936027434518074,0.01000246964263063
aug-cc-pCVTZ,CO,0.4828043133774191,0.06668311989524905,0.00018523103629897175,-0.005556926614065816
aug-cc-pCVTZ,CO2,1.7637685283102118,0.41491719227268575,-0.10687822318457307,-0.08483574723814913
aug-cc-pCVTZ,H2O,0.1856265828144007,-0.0896335449643492,0.02803896142040349,0.016952702470001302
aug-cc-pCVTZ,N2,0.7757469645892697,-0.15429733057204698,0.060570500698746144,0.06260804051865665
aug-cc-pCVTZ,NH3,0.0584403456239146,0.1855550566502318,-0.049873430156337495,-0.019912319502744302
aug-cc-pCVTZ,O2,1.545566540755105,-0.9061495109577385,0.4636329163877927,0.43140274186827254
aug-cc-pCVTZ,PH3,0.141701721431438,0.09011479226457189,-0.04251047667369079,-0.024126363013507596
aug-cc-pCVTZ,SH2,0.0595433048552479,0.0451314471045453,-0.0230802296322814,-0.008757741530728905
aug-cc-pCVTZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pCVTZ,SO-trip,1.7686771476133776,-0.7058223047175416,0.4401085926774375,0.3809273250141605
aug-cc-pCVTZ,SO2,1.7736219696386837,0.19853374533097923,-0.005160827182501659,-0.0008645483436393597
aug-cc-pCVTZ,FCN,1.4435969363472398,0.09280067548149473,0.012410469429306126,0.045011106021423775
aug-cc-pCVTZ,HCHS,2.744525851924747,-0.40046166580644327,0.12075252573645434,0.06840814916669347
aug-cc-pCVQZ,Cl2,2.689367282812025,-0.21968383637195332,0.05186465015280861,0.01870832203116901
aug-cc-pCVQZ,CO,0.4753950777165114,0.06501604214793594,-0.0012966162011746052,-0.0069461585966187345
aug-cc-pCVQZ,CO2,1.744134054256297,0.4121387288340381,-0.11058284075179703,-0.08761421067679631
aug-cc-pCVQZ,H2O,0.1720243815643498,-0.0979329520402585,0.0332151043208706,0.020088550744768396
aug-cc-pCVQZ,N2,0.7698195761658349,-0.15225979101536402,0.060755731735044116,0.06168188612685033
aug-cc-pCVQZ,NH3,0.0691374758741748,0.187314740576077,-0.0549673005977353,-0.023663282419366882
aug-cc-pCVQZ,O2,1.5296366842684146,-0.9035562780289317,0.46270676120629917,0.4280685847942711
aug-cc-pCVQZ,PH3,0.1499444907123555,0.08515982995133992,-0.04329766711603672,-0.02440412322242841
aug-cc-pCVQZ,SH2,0.0618431957142737,0.038060669159961105,-0.030762667066668706,-0.01677145585913631
aug-cc-pCVQZ,SiH4,0.0,0.0,0.0,0.0
aug-cc-pCVQZ,SO-trip,1.740985128745052,-0.7050813795194315,0.44121997784231404,0.38037163085234904
aug-cc-pCVQZ,SO2,1.750461314744709,0.1909061329791253,-0.009000351068629175,-0.0035963584664755466
aug-cc-pCVQZ,FCN,1.4290563110534156,0.09224498289905658,0.009817237553415348,0.04158433500864689
aug-cc-pCVQZ,HCHS,2.715620460148589,-0.3974847803883885,0.13328478175183056,0.07587933690575177
aug-cc-pCV5Z,Cl2,2.697702673127968,-0.21912814326305785,0.05242034115587302,0.019264013034232974
aug-cc-pCV5Z,CO,0.4739132302158093,0.06381204172813987,-0.0015744627556222301,-0.007038774114767388
aug-cc-pCV5Z,CO2,1.741726052363789,0.4099159585042871,-0.11224991902556969,-0.0887255958416735
aug-cc-pCV5Z,H2O,0.1679786823691159,-0.1019224411685364,0.03596361223105721,0.021849233618088396
aug-cc-pCV5Z,N2,0.769634345129537,-0.15318594540717112,0.06094096250811365,0.061496655353780794
aug-cc-pCV5Z,NH3,0.0741387069648897,0.1893059376168386,-0.057560448510032475,-0.025422951673178873
aug-cc-pCV5Z,O2,1.5292662221958175,-0.9035562780289319,0.46307722327889644,0.42769812324813206
aug-cc-pCV5Z,PH3,0.1479994800760158,0.0817331450665851,-0.0428809479966521,-0.023941045022202512
aug-cc-pCV5Z,SH2,0.0567561928418423,0.030456039998335502,-0.029966897096896303,-0.017038506873199702
aug-cc-pCV5Z,SiH4,0.0,0.0,0.0,0.0
aug-cc-pCV5Z,SO-trip,1.7364469725674003,-0.7111940005585395,0.4430722871523851,0.3818534791427388
aug-cc-pCV5Z,SO2,1.7473957704348335,0.188600527977558,-0.010455020943455517,-0.004908112985229529
aug-cc-pCV5Z,FCN,1.427296617787953,0.09085575117973232,0.008428005307634656,0.04019510328932352
aug-cc-pCV5Z,HCHS,2.7207666653468734,-0.39796761838729955,0.13393477426442635,0.07595649075611455
aug-cc-pV[DT]Z,Cl2,,-0.23968877111305092,0.05245933904768116,0.018337859958573698
aug-cc-pV[DT]Z,CO,,0.06213521425849987,-0.0024469976784839216,-0.007740701379509212
aug-cc-pV[DT]Z,CO2,,0.40739096833947985,-0.11384875342700906,-0.088374631745189
aug-cc-pV[DT]Z,H2O,,-0.09644767764111706,0.03185378624675911,0.01862301161114495
aug-cc-pV[DT]Z,N2,,-0.1591718284239419,0.06217908494720051,0.06201335206711863
aug-cc-pV[DT]Z,NH3,,0.1851674814555729,-0.055252420561963916,-0.0236925291210716
aug-cc-pV[DT]Z,O2,,-0.9233759834239365,0.468595154370216,0.43222165622770964
aug-cc-pV[DT]Z,PH3,,0.08739737162150683,-0.0470706172985455,-0.02887414256695353
aug-cc-pV[DT]Z,SH2,,0.06460333098473343,-0.03037312652309672,-0.015389740401500263
aug-cc-pV[DT]Z,SiH4,,0.0,0.0,0.0
aug-cc-pV[DT]Z,SO-trip,,-0.7437605141754289,0.45256293408388215,0.3879222254615842
aug-cc-pV[DT]Z,SO2,,0.17915575644265103,-0.0038054076616438923,0.000363429430511077
aug-cc-pV[DT]Z,FCN,,0.08859398367858928,0.010363181161653532,0.04233988268441594
aug-cc-pV[DT]Z,HCHS,,-0.4241024143608183,0.13156559724462993,0.07880107298028759
aug-cc-pV[TQ]Z,Cl2,,-0.22867504661636592,0.06337399526602958,0.030312788858025942
aug-cc-pV[TQ]Z,CO,,0.0636918921086433,-0.0026483014445311493,-0.007959922475778184
aug-cc-pV[TQ]Z,CO2,,0.4090498785949713,-0.11327119212166668,-0.08982696947141429
aug-cc-pV[TQ]Z,H2O,,-0.10461321310154506,0.03707681817802268,0.022410311158045253
aug-cc-pV[TQ]Z,N2,,-0.15087306270983777,0.06070566955602961,0.06087087513877423
aug-cc-pV[TQ]Z,NH3,,0.18938852198617684,-0.059056088378864426,-0.026712013213537156
aug-cc-pV[TQ]Z,O2,,-0.9025900739038742,0.46280688609078513,0.4266968752712187
aug-cc-pV[TQ]Z,PH3,,0.0873251006725948,-0.04160048639357474,-0.02364060783567295
aug-cc-pV[TQ]Z,SH2,,0.043399852694778106,-0.035920082544859726,-0.022488939582596457
aug-cc-pV[TQ]Z,SiH4,,0.0,0.0,0.0
aug-cc-pV[TQ]Z,SO-trip,,-0.7322978063531933,0.4557205523713141,0.39025144532028083
aug-cc-pV[TQ]Z,SO2,,0.1695434657848112,-0.004261105326114345,-0.0015072712674960484
aug-cc-pV[TQ]Z,FCN,,0.0914364762780953,0.0075944656016027545,0.03881337893010297
aug-cc-pV[TQ]Z,HCHS,,-0.4001916620400759,0.1405609364801627,0.08378648862464146
aug-cc-pV[Q5]Z,Cl2,,-0.21307017550508178,0.05252358257846935,0.021219560504589476
aug-cc-pV[Q5]Z,CO,,0.06171073335893061,-0.0012966159249993513,-0.006946158057214836
aug-cc-pV[Q5]Z,CO2,,0.4081760030498719,-0.11344329217298794,-0.08969729961275816
aug-cc-pV[Q5]Z,H2O,,-0.10622380742909762,0.03832573558534575,0.02368710925272095
aug-cc-pV[Q5]Z,N2,,-0.15414853865252814,0.06095007221826564,0.06130231433115627
aug-cc-pV[Q5]Z,NH3,,0.1911731531832884,-0.06018626326794688,-0.027357222856776216
aug-cc-pV[Q5]Z,O2,,-0.9022050040674182,0.4626976525620103,0.42633774011586967
aug-cc-pV[Q5]Z,PH3,,0.07974097361321292,-0.043271199930242955,-0.024442931024647847
aug-cc-pV[Q5]Z,SH2,,0.025317361137962974,-0.03008888333829351,-0.01745155512297408
aug-cc-pV[Q5]Z,SiH4,,0.0,0.0,0.0
aug-cc-pV[Q5]Z,SO-trip,,-0.7066315491968248,0.4403424081613664,0.37898847259245416
aug-cc-pV[Q5]Z,SO2,,0.185218674332345,-0.014686065559797505,-0.007598563970502798
aug-cc-pV[Q5]Z,FCN,,0.08884705831572647,0.007248296744859823,0.038737548724448956
aug-cc-pV[Q5]Z,HCHS,,-0.3956012562262756,0.13392749067529297,0.07550782654540217
aug-cc-pCV[DT]Z,Cl2,,-0.21696386506060522,0.04506960069788688,0.009768494483446364
aug-cc-pCV[DT]Z,CO,,0.06360243772987699,-0.0026614751940549426,-0.007623713467416275
aug-cc-pCV[DT]Z,CO2,,0.4083658680871902,-0.11459942649099038,-0.08764345757169412
aug-cc-pCV[DT]Z,H2O,,-0.09488523296219453,0.03226905286409897,0.018604582013097844
aug-cc-pCV[DT]Z,N2,,-0.15726102471449366,0.06174038004133499,0.06112619333660047
aug-cc-pCV[DT]Z,NH3,,0.18237691016781474,-0.055508355308155434,-0.02316847762342973
aug-cc-pCV[DT]Z,O2,,-0.919408142915963,0.4665186187366221,0.4292969592289468
aug-cc-pCV[DT]Z,PH3,,0.08407037390551868,-0.05034866633248742,-0.031262623239342625
aug-cc-pCV[DT]Z,SH2,,0.05666854323276914,-0.031573582422787384,-0.01583524031238137
aug-cc-pCV[DT]Z,SiH4,,0.0,0.0,0.0
aug-cc-pCV[DT]Z,SO-trip,,-0.6909648377760017,0.42661598423002883,0.36423704704345444
aug-cc-pCV[DT]Z,SO2,,0.2008312559165874,-0.016549014169415087,-0.0057326076786758
aug-cc-pCV[DT]Z,FCN,,0.09108485269692036,0.00839388374553029,0.041306487955449535
aug-cc-pCV[DT]Z,HCHS,,-0.4120590691506097,0.13199967508075525,0.07411393740525055
aug-cc-pCV[TQ]Z,Cl2,,-0.2171156361582695,0.05983959105534495,0.025061241341724046
aug-cc-pCV[TQ]Z,CO,,0.06379952595395069,-0.002377964185276945,-0.007959922475778973
aug-cc-pCV[TQ]Z,CO2,,0.4101112014598899,-0.11328621032787937,-0.08964173805094426
aug-cc-pCV[TQ]Z,H2O,,-0.10398927612267879,0.03699228968067093,0.02237687245878763
aug-cc-pCV[TQ]Z,N2,,-0.15077293782535212,0.0608909003290994,0.0610060437328295
aug-cc-pCV[TQ]Z,NH3,,0.18859883425169377,-0.058684449298214786,-0.026400471574740115
aug-cc-pCV[TQ]Z,O2,,-0.9016639188646672,0.46203091823602005,0.4256355512537836
aug-cc-pCV[TQ]Z,PH3,,0.08154404664168415,-0.043872103384775644,-0.024606813104613868
aug-cc-pCV[TQ]Z,SH2,,0.032900912281480746,-0.03636877005932971,-0.022619301450136305
aug-cc-pCV[TQ]Z,SiH4,,0.0,0.0,0.0
aug-cc-pCV[TQ]Z,SO-trip,,-0.7045407043748647,0.442030988638305,0.37996612430183796
aug-cc-pCV[TQ]Z,SO2,,0.18534003747912378,-0.01180216579634385,-0.005589841529085737
aug-cc-pCV[TQ]Z,FCN,,0.09183947750106118,0.007924879157495051,0.03908371832364754
aug-cc-pCV[TQ]Z,HCHS,,-0.39531245859683506,0.14242994154683483,0.08133128471533486
aug-cc-pCV[Q5]Z,Cl2,,-0.21854512098487242,0.053003361224661906,0.019847033103021394
aug-cc-pCV[Q5]Z,CO,,0.062548828172944,-0.0018659738947148202,-0.007135944494464335
aug-cc-pCV[Q5]Z,CO2,,0.40758387160094167,-0.11399898475542951,-0.08989163929334792
aug-cc-pCV[Q5]Z,H2O,,-0.10610813468017223,0.03884729266141692,0.023696507452391345
aug-cc-pCV[Q5]Z,N2,,-0.15415764837562446,0.06113530299133414,0.0613023148705603
aug-cc-pCV[Q5]Z,NH3,,0.1913950623809163,-0.060281128286868844,-0.027269162037834076
aug-cc-pCV[Q5]Z,O2,,-0.9035562780289322,0.463465904797687,0.42730944228169104
aug-cc-pCV[Q5]Z,PH3,,0.07813793469569483,-0.04244373449434692,-0.02345519248426059
aug-cc-pCV[Q5]Z,SH2,,0.022477412681220114,-0.02913199089910231,-0.017318691543692442
aug-cc-pCV[Q5]Z,SiH4,,0.0,0.0,0.0
aug-cc-pCV[Q5]Z,SO-trip,,-0.7176072423044889,0.44501569364164,0.38340820521790187
aug-cc-pCV[Q5]Z,SO2,,0.18618153256607756,-0.011981231959666761,-0.006284380021299281
aug-cc-pCV[Q5]Z,FCN,,0.08939819658896589,0.006970450164520488,0.038737548698558014
aug-cc-pCV[Q5]Z,HCHS,,-0.39847420251730453,0.1346167336219039,0.07603743905813451
